smiles,solvent,absorption_nm,emission_nm,plqy,epsilon,scaffold
CC[N+]1=C(/C=C/c2cc3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc2c5c43)C(C)(C)c2ccccc21,OCC(O)CO,510.0,666.0,0.0120000001043081,13500.0,PAHs
COc1ccc(-c2cc3n(c2-c2ccc(OC)cc2)[B-](F)(F)n2c(cc(-c4ccc(C#N)cc4)c2=C2C=CC(=[O+]C)C=C2)=C3c2ccc(C#N)cc2)cc1,C1CCOC1,618.0,676.0,0.0299999993294477,,BODIPY
CCCCCCCC[N+](C)(CCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1)CCCS(=O)(=O)[O-],CCO,397.0,636.0,0.0799999982118606,,6n6
COc1ccc(-c2c(Cl)cc3n2[B-](F)(F)n2c(cc(Cl)c2=C2C=CC(=[O+]C)C=C2)=C3c2ccc(C#N)cc2)cc1,CC#N,587.0,636.0,0.04,44978.0,BODIPY
CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CS(C)=O,643.0,666.0,0.0299999993294477,,5p6
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](Cc4ccc(C(=O)O)cc4)c4ccccc4C3(C)C)=C2Cl)N(Cc2ccc(C(=O)O)cc2)c2ccccc21,CO,786.0,814.0,,250000.0,Cyanine
F[B-]1(F)n2c(ccc2-c2cccc3ccccc23)C(c2c(Cl)cccc2Cl)=C2C=CC(c3cccc4ccccc34)=[N+]21,Cc1ccccc1,565.0,623.0,0.9399999976158142,,BODIPY
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,Cc1ccccc1,467.0,621.0,0.0799999982118606,,Acridines
CC(=O)OC[C@H]1O[C@@H](OCC#Cc2ccc(C3=C4C(C)=CC(/C=C/c5ccc([N+](C)(C)C)cc5)=[N+]4[B-](F)(F)n4c(/C=C/c5ccc([N+](C)(C)C)cc5)cc(C)c43)cc2)[C@H](OC(C)=O)C(OC(C)=O)[C@@H]1OC(C)=O,CC#N,618.0,629.0,0.7200000286102295,,BODIPY
C[O+]=C1C=CC(=C2c3cc(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2c(-c2ccccc2)c(-c2ccccc2)c3-c2ccccc2)C=C1,ClC(Cl)Cl,577.0,612.0,0.0750000029802322,,BODIPY
COc1ccc(NC2=C(C=CC3=[N+](Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC/C2=C\C=C2\N(Cc3ccccc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)cc1,CCO,694.0,793.0,,,Cyanine
Cc1cc(C)c(C2=C3C=CC(c4csc5ccccc45)=[N+]3[B-](F)(F)n3c2ccc3-c2csc3ccccc23)c(C)c1,ClC(Cl)Cl,581.0,625.0,0.8399999737739563,63800.0,BODIPY
F[B-]1(F)n2c(ccc2-c2ccc(Br)cc2)C(c2c(Cl)cccc2Cl)=c2ccc(=C3C=CC(=[Br+])C=C3)n21,Cc1ccccc1,580.0,612.0,0.7400000095367432,,BODIPY
C(=C\c1cnc2ccccc2n1)/c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,393.0,632.0,0.3499999940395355,36400.0,Triphenylamine
Cc1cc(C)c(C2=C3C=CC(c4ccc(C(C)(C)C)cc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc(C(C)(C)C)cc2)c(C)c1,ClCCl,564.0,609.0,0.8899999856948853,,BODIPY
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(/C=C/c4ccccc4)[nH]3)=[N+]21,ClCCl,648.0,684.0,0.0299999993294477,,BODIPY
COc1ccc(-c2c3ccc([nH]3)c3nc(c(-c4ccc(C#N)cc4)c4ccc([nH]4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4ccc2o4)C=C3)cc1,C1CCOC1,452.0,736.0,0.0719999969005584,,Porphyrin
Cc1cc(C)c(C2=c3cc(Br)c(=C4C=CC=[S+]4)n3[B-](F)(F)n3c2cc(Br)c3-c2cccs2)c(C)c1,Cc1ccccc1,618.0,666.0,0.5799999833106995,,BODIPY
CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c2nsnc2c1-c1ccc(/C=C(\C#N)C(=O)O)s1,C1CCOC1,501.0,631.0,,,Triphenylamine
Cc1cc(C)c(C2=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4c4ccccc4c23)c(C)c1,Cc1ccccc1,680.0,697.0,0.51,165958.7,BODIPY
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,ClC(Cl)(Cl)Cl,649.0,675.0,,,Acridines
CC1=[N+]2C(=C(c3cccs3)c3cc(-c4cc5n(c4)[B-](F)(F)[N+]4=CC=CC4=C5c4c(C)cc(C)cc4C)c(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,605.0,670.0,0.1199999973177909,76000.0,BODIPY
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)c4ccccc34)=C2c2ccccc2)c2ccccc12,CCOC(C)=O,542.0,603.0,,,PAHs
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CS(C)=O,523.0,715.0,0.0299999993294477,,Coumarin
Cc1cc(C)c(C2=C3C=c4c([nH]c5ccc(C(C)(C)C)cc45)=[N+]3[B-](F)(F)n3c2cc2c4cc(C(C)(C)C)ccc4[nH]c23)c(C)c1,ClCCl,613.0,630.0,0.9399999976158142,,BODIPY
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(C)O,515.0,718.0,0.1500000059604644,,5n6
CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4cc5sc6cc(C(C#N)C(=O)O)sc6c5s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,ClC(Cl)Cl,525.0,718.0,,,Triphenylamine
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,CCCCCCCO,646.0,666.0,,,Acridines
COc1ccc(-c2c3cc4ccccc4cc3c(C#Cc3ccccc3)c3cc4cc(C)sc4cc23)cc1,ClCCl,580.0,620.0,0.449999988079071,6800.0,PAHs
CC[N+]1=C(C=CC=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,753.0,775.0,,,Cyanine
CCCCN(CCCC)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)C)C=C3)C2=O)c2cc3ccccc3cc12,Cc1ccccc1,720.0,739.0,0.3,,SquaricAcid
CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(C=C(c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccc(N5c6ccccc6Sc6ccccc65)cc4)cc3)ccc21,ClCCl,466.0,629.0,,,Triphenylamine
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CCOC(C)=O,463.0,670.0,0.0199999995529651,,Acridines
Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3cccs3)=[N+]1[B-]2(F)F,ClCCl,618.0,631.0,0.4399999976158142,14000.0,BODIPY
C1=CC2C=c3c(cc4cccc5cc6ccccc6c3c45)C3=c4ccccc4=CC(=C1)C32,ClCCl,592.0,683.0,0.0509999990463256,,PAHs
O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccccc2)s1,ClCCl,470.0,644.0,0.0,,5n6
CC1(C)C(=CC=CC=CC2=[N+](CCCCN=C(O)c3cc(NCCS(=O)(=O)O)cc(N(CCS(=O)(=O)[O-])CCS(=O)(=O)O)c3)c3ccc4ccccc4c3C2(C)C)N(CCCCCC(=O)O)c2cc3ccccc3cc21,O,680.0,710.0,0.047,,Cyanine
CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,C1COCCO1,591.0,607.0,0.5600000023841858,,BODIPY
CCCCN1C(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C1=[N+](C5=O)[B-](F)(F)N2C(=C1)C=Cc1ccccc12,ClCCl,648.0,684.0,0.4009999930858612,,Naphthalimide
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CN(C)C=O,527.0,611.0,,109714.0,Coumarin
COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4ccsc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,CS(C)=O,675.0,692.0,0.0099999997764825,38905.0,BODIPY
Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3ccsc3)=[N+]1[B-]2(F)F,ClCCl,612.0,628.0,0.800000011920929,93300.0,BODIPY
CN1C(=CC=C(C=Cc2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,O,639.0,659.0,,45000.0,5p6
CN(C)c1ccc2c(c1)C(C)(C)c1cc(-c3ccc4nsnc4c3)ccc1-2,ClC(Cl)Cl,414.0,672.0,0.0399999991059303,,5p6
F[B-]1(F)n2c(cc(-c3cccs3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3cccs3)C(c3ccccc3)=[N+]21,Cc1ccccc1,628.0,680.0,0.08,32396.6,BODIPY
Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3ccsc3)=[N+]1[B-]2(F)F,CCCCCC,608.0,615.0,1.0,,BODIPY
COc1ccc(C2=c3c(-c4ccc(F)cc4)c(-c4ccc(F)cc4)c(=C4C=CC(=[F+])C=C4)n3[B-](F)(F)n3c2c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c3-c2ccc(F)cc2)cc1,C1CCOC1,569.0,606.0,0.2300000041723251,,BODIPY
F[B-]1(F)n2c(c(-c3cccs3)c3c2-c2ccccc2CC3)C=C2C(c3cccs3)=C3CCc4ccccc4C3=[N+]21,CC#N,636.0,650.0,0.84,,BODIPY
F[B-]1(F)n2c(-c3ccccc3)cc(-c3cccs3)c2C(c2ccccn2)=C2C(c3cccs3)=CC(c3ccccc3)=[N+]21,CS(C)=O,635.0,661.0,0.5199999809265137,,BODIPY
CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])o2)s1,CC#N,469.0,628.0,0.0,,5n6
CCN1C2=CC/C(=C3\C(=O)C(c4ccc5c(c4)N(CC)C(c4ccccc4)C(c4ccccc4)N5CC)=C3[O-])C=C2N(CC)C(c2ccccc2)C1c1ccccc1,ClC(Cl)Cl,717.0,774.0,0.0289999999999999,,SquaricAcid
CCCCCc1cn(CC[N+](CCn2cc(CCCCC)nn2)=C2C=CC(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)nn1,ClCCl,498.0,605.0,0.0719999969005584,,BODIPY
Cc1cc(/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CO,592.0,674.0,0.0120000001043081,,BODIPY
COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(/C=C/c2ccc(/C=C(\C#N)C(=O)c3ccccc3)cc2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1/C=C/c1ccc(/C=C(\C#N)C(=O)c2ccccc2)cc1,ClCCl,461.0,621.0,0.2300000041723251,,6n6
CC1=[N+]2C(=C(c3ccc(O)cc3)c3ccc(/C=C/c4ccc(N5CCOCCOCCOCCOCC5)cc4)n3[B-]2(F)F)C=C1,CO,616.0,699.0,,,BODIPY
CCN(CC)c1ccc2c(C(F)(F)F)c3oc4cc(=[NH2+])ccc4c3oc2c1,ClCCl,658.0,695.0,0.157,92896.6,5p6
C[O+]=C1C=CC(=C2c3cc(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2cc(-c2ccccc2)c3-c2ccccc2)C=C1,CC#N,569.0,611.0,0.34,4.5,BODIPY
C#Cc1ccc(/C2=c3\cc/c([nH]3)=C(\c3ccc(C#C)cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc(c[nH]4)/C(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)=C4/C=CC2=N4)C=C3)cc1,CC(=O)N(C)C,703.0,718.0,0.0577999986708164,,5n6
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cn[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,524.0,657.0,0.05,2900.7,BODIPY
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,CCO,477.0,622.0,0.25,,PAHs
COc1cccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)c1,Cc1ccccc1,593.0,640.0,0.54,69183.1,BODIPY
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,OCC(O)CO,520.0,630.0,0.0480000004172325,38000.0,PAHs
Cc1cc(C)c(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)c(C)c1,ClCCl,587.0,604.0,0.9900000095367432,,BODIPY
CCCCN1c2ccccc2Sc2cc(C=C(C#N)C(=O)O)c(SCC)cc21,ClCCl,472.0,652.0,,,Acridines
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccccc1N(CC)CC)CCC3,CO,663.0,747.0,,,6p6
CC(C)(C)c1ccc(O)c(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)c1,Cc1ccccc1,583.0,604.0,0.2899999916553497,,BODIPY
CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2cc(Cl)ccc21,ClC(Cl)Cl,637.0,653.0,,,SquaricAcid
Cc1ccc(C2=[N+]3C(=Cc4ccc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,ClCCl,600.0,624.0,0.7900000214576721,28840.0,BODIPY
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,CS(C)=O,491.0,641.0,0.050000000745058,35558.0,Carbazole
CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,CC#N,577.0,604.0,0.5600000023841858,,BODIPY
N#C/C(=C\c1cc(Cl)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1Cl)C(=O)O,ClCCl,444.0,644.0,,,Triphenylamine
CCN(CC)c1ccc2c(ccc3c(-c4ccc5nn[nH]c5c4)c4ccc5cc(=[N+](CC)CC)ccc5c4oc32)c1,O,683.0,750.0,0.1299999952316284,46000.0,PAHs
COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,C1CCOC1,677.0,737.0,0.5,87096.4,BODIPY
CCCCN(CCCC)c1cc(OC)c(/C=C/c2ccc(/C=C/c3ccnc(-c4cc(C)ccn4)c3)cc2)cc1OC,CC#N,405.0,668.0,0.2599999904632568,,6n6
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,COCCOC,588.0,731.0,0.0130000002682209,,BODIPY
COc1ccc(-c2c(Br)cc3n2[B-](F)(F)n2c(cc(Br)c2=C2C=CC(=[O+]C)C=C2)=C3c2c(C)cc(C)cc2C)cc1,Cc1ccccc1,592.0,636.0,0.270000010728836,,BODIPY
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccco2)s1,ClCCl,472.0,649.0,0.0099999997764825,,6n6
CC1=CC(C)=[N+]2C1=C(c1c(C)cc(C)cc1C)c1c(C)c(C#Cc3c(C)c4n(c3C)[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3c(C)cc(C)cc3C)c(C)n1[B-]2(F)F,ClCCl,590.0,628.0,0.095,,BODIPY
CN(C)c1ccc(/C=C/c2nc3cc(Br)ccc3nc2-c2ccccc2)cc1,CC#N,448.0,643.0,0.0099999997764825,27700.0,6p6
CCC1=C(C)C2=C(c3ccc(O)cc3)c3c(C)c(CC)c(/C=C/c4ccc(O[Si](C(C)C)(C(C)C)C(C)C)cc4)n3[B-](F)(F)[N+]2=C1C=O,C1CCCCC1,601.0,625.0,0.5699999928474426,,BODIPY
F[B-]1(F)n2c(Sc3ccccc3)ccc2C(Sc2ccccc2)=C2C=CC(Sc3ccccc3)=[N+]21,CO,603.0,628.0,0.19,48977.9,BODIPY
F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2c(Cl)ncnc2N2CCCCC2)=C2C=CC(c3ccccc3)=[N+]21,C1CCOC1,576.0,605.0,0.4300000071525574,,BODIPY
CCCCc1ccc(C#Cc2ccc(C3=C(c4ccccc4)C4=C(c5ccccc5)c5c(-c6ccccc6)c(-c6ccc(C#Cc7ccc(CCCC)cc7)cc6)c(-c6ccc(C#Cc7ccc(CCCC)cc7)cc6)n5[B-](F)(F)[N+]4=C3c3ccc(C#Cc4ccc(CCCC)cc4)cc3)cc2)cc1,ClCCl,590.0,632.0,0.1500000059604644,,BODIPY
CCCCCCOc1ccc(N(c2ccc(C=C3C(=O)c4cc(C(=O)O)c(C(=O)O)cc4C3=O)cc2)c2ccc(OCCCCCC)cc2)cc1,C1CCOC1,505.0,645.0,,,Triphenylamine
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)nc34)cc2)cc1,ClCCl,590.0,752.0,,11100.0,Triphenylamine
CN(C)c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,O,573.0,627.0,0.0900000035762786,44100.0,PAHs
O=C(O)c1ccc(-c2c3cc4c5c(c3oc3c2ccc2cc(=O)ccc23)CCCN5CCC4)c(C(=O)O)c1,O,678.0,630.0,0.1599999964237213,38700.0,PAHs
F[B-]1(F)n2c(ccc2-c2cccs2)C(c2ccco2)=c2ccc(=C3C=CC=[S+]3)n21,C1CCOC1,641.0,675.0,0.0419999994337558,,BODIPY
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,CS(C)=O,556.0,639.0,0.0199999995529651,52880.0,Coumarin
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCOC(C)=O,585.0,708.0,0.0370000004768371,,BODIPY
CCn1c2ccccc2c2cc(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)ccc21,CS(C)=O,512.0,654.0,0.0299999993294477,,Carbazole
CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,CO,537.0,601.0,0.2199999988079071,50916.0,Coumarin
CC1(C)C2=CC(=S(=O)(O)O)C=CC2=[N+](CCCS(=O)(=O)[O-])C1=CC=CC=c1cc2c(oc1=O)=CC(=O)C=C2,CS(C)=O,494.0,655.0,0.0170000009238719,23500.0,5p6
CC1CC(C)(C)N(C)c2ccc(C=Cc3ccc(C=C(C#N)P(=O)(O)O)s3)cc21,CCO,445.0,611.0,,,6p6
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,CS(C)=O,645.0,678.0,,,Acridines
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,471.0,627.0,0.0140000004321336,46500.0,Triphenylamine
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CCO,480.0,646.0,,,5p6
CC(C)(C)c1ccc(C2=c3sc(-c4ccc(C(C)(C)C)cc4)cc3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc(-c5ccc(C(C)(C)C)cc5)cc4n2[B-]3(F)F)cc1,ClC(Cl)Cl,767.0,793.0,0.1199999973177909,223900.0,BODIPY
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)n2c(c4ccccc4c2=C2C=CC(=[O+]C)C=C2)=N3)cc1,ClCCl,729.0,769.0,,,BODIPY
F[B-]1(F)N2C(=Cc3c(Sc4ccccc4)c4c(n31)-c1ccccc1CC4)C(=[S+]c1ccccc1)C1=C2c2ccccc2CC1,C1CCOC1,644.0,663.0,0.8799999952316284,,BODIPY
CC[NH+]=c1cc2oc3c(c(/C=C4/N(CC)c5ccccc5C4(C)C)c-2cc1C)CCCC3=CC=C1N(CC)c2ccccc2C1(C)C,ClCCl,710.0,732.0,0.295,133813.5,5p6
CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,CO,643.0,664.0,,,Acridines
COc1ccc(/C=N/C2=C(C)C3=Cc4c(C)c(/N=C/c5ccc(OC)cc5)c(C)n4[B-](F)(F)[N+]3=C2C)cc1,Cc1ccccc1,583.0,617.0,,,BODIPY
Cc1ccc(-c2nc(N(C)C)sc2-c2ccc([N+](=O)[O-])s2)cc1,CC#N,483.0,659.0,0.0,,5n6
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,O,504.0,616.0,,14600.0,PAHs
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=c2c(-c3cccs3)cc(=C3C=CC=[S+]3)n21,ClCCl,741.5,764.0,0.115,109900.6,BODIPY
CCN(CC)c1ccc2c(c1)P(C)(=O)C1=CC(=[N+](CC)CC)C=CC1=C2c1c(C)cc(C)cc1C,O,696.0,713.0,0.15,67998.6,6n6
CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CN(C)C=O,496.0,640.0,0.0129000004380941,52954.0,Triphenylamine
F[B-]1(F)n2c(ccc2-c2ccccc2)C(c2c(Cl)ncnc2-c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,CC#N,568.0,601.0,0.75,,BODIPY
FC(F)(F)c1ccc(/C2=C3N=C(C(c4ccccc4)=C/3c3ccccc3)/C(c3ccc(C(F)(F)F)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(C(F)(F)F)cc3)C3=N/C(=C(/c4ccc(C(F)(F)F)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,ClCCl,708.0,730.0,0.006000000052154,,5n6
COc1ccc(NC2=C(C=CC3=[N+](Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC/C2=C\C=C2\N(Cc3ccccc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)cc1,CN(C)C=O,709.0,802.0,,,Cyanine
CCN(CC)c1ccc2cc(/C=C/C3=C4CC/C(=C\c5cc6ccc(N(CC)CC)cc6oc5=O)C4=[O+][B-](F)(F)O3)c(=O)oc2c1,CN(C)C=O,673.0,758.0,,,Coumarin
Cc1ccccc1C1=c2cc3c(n2[B-](F)(F)n2c1cc1c4cc(C(C)(C)C)ccc4oc12)=[O+]c1ccc(C(C)(C)C)cc1-3,CCOC(C)=O,588.0,602.0,0.9300000071525574,181000.0,BODIPY
CC1(C)CC(/C=C/c2ccc(N3CCOCCOCCOCCOCC3)cc2)=CC(=C(C#N)C#N)C1,ClCCl,502.0,625.0,,327000.0,6n6
O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@H](C(=O)O)N1,CO,535.0,611.0,0.0015000000130385,,Cyanine
Cc1cc(C)n2c1C=C1c3ccccc3C(C#Cc3ccccc3)=[N+]1[B-]2(F)F,CCCCCC,608.0,615.0,0.8899999856948853,,BODIPY
CCOC(=O)c1c(-c2ccccc2)c2n3c1=CC=[O+][B-]3(F)n1c(c(-c3ccccc3)c3c(=O)occc31)C=2,ClCCl,609.0,638.0,0.449999988079071,,BODIPY
CCc1c(C)[nH]c(C2=[N+]3C(=C(c4ccccc4)c4cc(Br)c(-c5[nH]c(C)c(CC)c5C)n4[B-]3(F)F)C=C2Br)c1C,CCCCCC,743.0,767.0,0.0599999986588954,,BODIPY
Cc1cc(C)c(C2=C3C=c4c([nH]c5ccc(C(C)(C)C)cc45)=[N+]3[B-](F)(F)n3c2cc2c4cc(C(C)(C)C)ccc4[nH]c23)c(C)c1,CC#N,609.0,626.0,0.9200000166893004,,BODIPY
Cc1cc(/C=C/c2ccc(-c3ccc(Cl)cc3)o2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,594.0,629.0,0.11,,BODIPY
CCC1=C(CC)C(C)=[N+]2C1=Cc1c(C)c3cc4c(cc3n1[B-]2(F)F)=[N+]1C(=Cc2c(CC)c(CC)c(C)n2[B-]1(F)F)C=4C,ClC(Cl)Cl,692.0,703.0,0.7200000286102295,232000.0,BODIPY
COc1ccc(-c2c(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)n3c2C(=C2C=CC(=[O+]C)C=C2)c2c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,CC#N,578.0,636.0,0.1570000052452087,,BODIPY
COc1ccc(C2=C(C)C3=C(c4c(-c5ccccn5)nc5ccccn45)c4c(C)c(-c5ccc(OC)cc5)c(C)n4[B-](F)(F)[N+]3=C2C)cc1,ClCCl,555.0,608.0,0.4163999855518341,50119.0,BODIPY
CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,CC#N,682.0,714.0,0.02,109647.8,BODIPY
CCCN1C(=CC=CC=CC2=[N+](CCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,645.0,660.0,0.550000011920929,,Cyanine
CCN(CC)c1ccc2c(-c3ccccc3C(O)=NCCS(=O)(=O)O)c3c([o+]c2c1)/C(=C/C=C1/N(CCCCCC(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)C)CCC3,CCO,726.0,744.0,,,5p6
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,CCCCCCO,645.0,663.0,,,Acridines
